View,Side,Part,Area,x,y
Back,Left,Hamstrings,Back Left Hamstrings,384,347
Back,Left,Hamstrings,Back Left Hamstrings,384,350
Back,Left,Hamstrings,Back Left Hamstrings,385,350
Back,Left,Hamstrings,Back Left Hamstrings,385,354
Back,Left,Hamstrings,Back Left Hamstrings,386,354
Back,Left,Hamstrings,Back Left Hamstrings,386,358
Back,Left,Hamstrings,Back Left Hamstrings,387,358
Back,Left,Hamstrings,Back Left Hamstrings,387,361
Back,Left,Hamstrings,Back Left Hamstrings,388,361
Back,Left,Hamstrings,Back Left Hamstrings,388,365
Back,Left,Hamstrings,Back Left Hamstrings,389,365
Back,Left,Hamstrings,Back Left Hamstrings,389,368
Back,Left,Hamstrings,Back Left Hamstrings,390,368
Back,Left,Hamstrings,Back Left Hamstrings,390,372
Back,Left,Hamstrings,Back Left Hamstrings,391,372
Back,Left,Hamstrings,Back Left Hamstrings,391,375
Back,Left,Hamstrings,Back Left Hamstrings,392,375
Back,Left,Hamstrings,Back Left Hamstrings,392,378
Back,Left,Hamstrings,Back Left Hamstrings,393,378
Back,Left,Hamstrings,Back Left Hamstrings,393,380
Back,Left,Hamstrings,Back Left Hamstrings,394,380
Back,Left,Hamstrings,Back Left Hamstrings,394,383
Back,Left,Hamstrings,Back Left Hamstrings,395,383
Back,Left,Hamstrings,Back Left Hamstrings,395,387
Back,Left,Hamstrings,Back Left Hamstrings,394,387
Back,Left,Hamstrings,Back Left Hamstrings,394,392
Back,Left,Hamstrings,Back Left Hamstrings,393,392
Back,Left,Hamstrings,Back Left Hamstrings,393,395
Back,Left,Hamstrings,Back Left Hamstrings,392,395
Back,Left,Hamstrings,Back Left Hamstrings,392,400
Back,Left,Hamstrings,Back Left Hamstrings,391,400
Back,Left,Hamstrings,Back Left Hamstrings,391,406
Back,Left,Hamstrings,Back Left Hamstrings,390,406
Back,Left,Hamstrings,Back Left Hamstrings,390,413
Back,Left,Hamstrings,Back Left Hamstrings,357,413
Back,Left,Hamstrings,Back Left Hamstrings,357,410
Back,Left,Hamstrings,Back Left Hamstrings,356,410
Back,Left,Hamstrings,Back Left Hamstrings,356,401
Back,Left,Hamstrings,Back Left Hamstrings,355,401
Back,Left,Hamstrings,Back Left Hamstrings,355,395
Back,Left,Hamstrings,Back Left Hamstrings,354,395
Back,Left,Hamstrings,Back Left Hamstrings,354,380
Back,Left,Hamstrings,Back Left Hamstrings,353,380
Back,Left,Hamstrings,Back Left Hamstrings,353,338
Back,Left,Hamstrings,Back Left Hamstrings,354,338
Back,Left,Hamstrings,Back Left Hamstrings,354,327
Back,Left,Hamstrings,Back Left Hamstrings,355,327
Back,Left,Hamstrings,Back Left Hamstrings,355,323
Back,Left,Hamstrings,Back Left Hamstrings,357,323
Back,Left,Hamstrings,Back Left Hamstrings,357,324
Back,Left,Hamstrings,Back Left Hamstrings,361,324
Back,Left,Hamstrings,Back Left Hamstrings,361,325
Back,Left,Hamstrings,Back Left Hamstrings,362,325
Back,Left,Hamstrings,Back Left Hamstrings,362,326
Back,Left,Hamstrings,Back Left Hamstrings,363,326
Back,Left,Hamstrings,Back Left Hamstrings,363,327
Back,Left,Hamstrings,Back Left Hamstrings,365,327
Back,Left,Hamstrings,Back Left Hamstrings,365,328
Back,Left,Hamstrings,Back Left Hamstrings,367,328
Back,Left,Hamstrings,Back Left Hamstrings,367,329
Back,Left,Knee,Back Left Knee,390,421
Back,Left,Knee,Back Left Knee,390,420
Back,Left,Knee,Back Left Knee,390,430
Back,Left,Knee,Back Left Knee,389,430
Back,Left,Knee,Back Left Knee,389,435
Back,Left,Knee,Back Left Knee,388,435
Back,Left,Knee,Back Left Knee,388,442
Back,Left,Knee,Back Left Knee,387,442
Back,Left,Knee,Back Left Knee,387,447
Back,Left,Knee,Back Left Knee,387,446
Back,Left,Knee,Back Left Knee,359,446
Back,Left,Knee,Back Left Knee,359,447
Back,Left,Knee,Back Left Knee,359,442
Back,Left,Knee,Back Left Knee,360,442
Back,Left,Knee,Back Left Knee,360,433
Back,Left,Knee,Back Left Knee,359,433
Back,Left,Knee,Back Left Knee,359,421
Back,Left,Knee,Back Left Knee,358,421
Back,Left,Knee,Back Left Knee,358,420
Back,Left,Knee,Back Left Knee,358,421
Back,Right,Knee,Back Right Knee,452,421
Back,Right,Knee,Back Right Knee,452,420
Back,Right,Knee,Back Right Knee,452,424
Back,Right,Knee,Back Right Knee,451,424
Back,Right,Knee,Back Right Knee,451,435
Back,Right,Knee,Back Right Knee,450,435
Back,Right,Knee,Back Right Knee,450,440
Back,Right,Knee,Back Right Knee,451,440
Back,Right,Knee,Back Right Knee,451,446
Back,Right,Knee,Back Right Knee,423,446
Back,Right,Knee,Back Right Knee,423,447
Back,Right,Knee,Back Right Knee,423,440
Back,Right,Knee,Back Right Knee,422,440
Back,Right,Knee,Back Right Knee,422,435
Back,Right,Knee,Back Right Knee,421,435
Back,Right,Knee,Back Right Knee,421,420
Back,Right,Knee,Back Right Knee,421,421
Back,Right,Gastrocs,Back Right Gastrocs,452,453
Back,Right,Gastrocs,Back Right Gastrocs,452,456
Back,Right,Gastrocs,Back Right Gastrocs,453,456
Back,Right,Gastrocs,Back Right Gastrocs,453,462
Back,Right,Gastrocs,Back Right Gastrocs,454,462
Back,Right,Gastrocs,Back Right Gastrocs,454,466
Back,Right,Gastrocs,Back Right Gastrocs,455,466
Back,Right,Gastrocs,Back Right Gastrocs,455,475
Back,Right,Gastrocs,Back Right Gastrocs,456,475
Back,Right,Gastrocs,Back Right Gastrocs,456,488
Back,Right,Gastrocs,Back Right Gastrocs,455,488
Back,Right,Gastrocs,Back Right Gastrocs,455,495
Back,Right,Gastrocs,Back Right Gastrocs,454,495
Back,Right,Gastrocs,Back Right Gastrocs,454,499
Back,Right,Gastrocs,Back Right Gastrocs,453,499
Back,Right,Gastrocs,Back Right Gastrocs,453,504
Back,Right,Gastrocs,Back Right Gastrocs,452,504
Back,Right,Gastrocs,Back Right Gastrocs,452,506
Back,Right,Gastrocs,Back Right Gastrocs,425,506
Back,Right,Gastrocs,Back Right Gastrocs,425,503
Back,Right,Gastrocs,Back Right Gastrocs,424,503
Back,Right,Gastrocs,Back Right Gastrocs,424,497
Back,Right,Gastrocs,Back Right Gastrocs,423,497
Back,Right,Gastrocs,Back Right Gastrocs,423,491
Back,Right,Gastrocs,Back Right Gastrocs,422,491
Back,Right,Gastrocs,Back Right Gastrocs,422,485
Back,Right,Gastrocs,Back Right Gastrocs,421,485
Back,Right,Gastrocs,Back Right Gastrocs,421,465
Back,Right,Gastrocs,Back Right Gastrocs,422,465
Back,Right,Gastrocs,Back Right Gastrocs,422,458
Back,Right,Gastrocs,Back Right Gastrocs,423,458
Back,Right,Gastrocs,Back Right Gastrocs,423,453
Back,Left,Gastrocs,Back Left Gastrocs,387,453
Back,Left,Gastrocs,Back Left Gastrocs,387,456
Back,Left,Gastrocs,Back Left Gastrocs,388,456
Back,Left,Gastrocs,Back Left Gastrocs,388,466
Back,Left,Gastrocs,Back Left Gastrocs,389,466
Back,Left,Gastrocs,Back Left Gastrocs,389,484
Back,Left,Gastrocs,Back Left Gastrocs,388,484
Back,Left,Gastrocs,Back Left Gastrocs,388,492
Back,Left,Gastrocs,Back Left Gastrocs,387,492
Back,Left,Gastrocs,Back Left Gastrocs,387,499
Back,Left,Gastrocs,Back Left Gastrocs,386,499
Back,Left,Gastrocs,Back Left Gastrocs,386,503
Back,Left,Gastrocs,Back Left Gastrocs,385,503
Back,Left,Gastrocs,Back Left Gastrocs,385,506
Back,Left,Gastrocs,Back Left Gastrocs,358,506
Back,Left,Gastrocs,Back Left Gastrocs,358,502
Back,Left,Gastrocs,Back Left Gastrocs,357,502
Back,Left,Gastrocs,Back Left Gastrocs,357,499
Back,Left,Gastrocs,Back Left Gastrocs,356,499
Back,Left,Gastrocs,Back Left Gastrocs,356,493
Back,Left,Gastrocs,Back Left Gastrocs,355,493
Back,Left,Gastrocs,Back Left Gastrocs,355,488
Back,Left,Gastrocs,Back Left Gastrocs,354,488
Back,Left,Gastrocs,Back Left Gastrocs,354,474
Back,Left,Gastrocs,Back Left Gastrocs,355,474
Back,Left,Gastrocs,Back Left Gastrocs,355,469
Back,Left,Gastrocs,Back Left Gastrocs,356,469
Back,Left,Gastrocs,Back Left Gastrocs,356,462
Back,Left,Gastrocs,Back Left Gastrocs,357,462
Back,Left,Gastrocs,Back Left Gastrocs,357,457
Back,Left,Gastrocs,Back Left Gastrocs,358,457
Back,Left,Gastrocs,Back Left Gastrocs,358,453
Back,Left,Achiles,Back Left Achiles,384,513
Back,Left,Achiles,Back Left Achiles,383,513
Back,Left,Achiles,Back Left Achiles,383,518
Back,Left,Achiles,Back Left Achiles,382,518
Back,Left,Achiles,Back Left Achiles,382,519
Back,Left,Achiles,Back Left Achiles,381,519
Back,Left,Achiles,Back Left Achiles,381,522
Back,Left,Achiles,Back Left Achiles,380,522
Back,Left,Achiles,Back Left Achiles,380,528
Back,Left,Achiles,Back Left Achiles,379,528
Back,Left,Achiles,Back Left Achiles,379,542
Back,Left,Achiles,Back Left Achiles,380,542
Back,Left,Achiles,Back Left Achiles,380,548
Back,Left,Achiles,Back Left Achiles,381,548
Back,Left,Achiles,Back Left Achiles,381,551
Back,Left,Achiles,Back Left Achiles,382,551
Back,Left,Achiles,Back Left Achiles,382,552
Back,Left,Achiles,Back Left Achiles,383,552
Back,Left,Achiles,Back Left Achiles,383,553
Back,Left,Achiles,Back Left Achiles,367,553
Back,Left,Achiles,Back Left Achiles,367,541
Back,Left,Achiles,Back Left Achiles,366,541
Back,Left,Achiles,Back Left Achiles,366,534
Back,Left,Achiles,Back Left Achiles,365,534
Back,Left,Achiles,Back Left Achiles,365,530
Back,Left,Achiles,Back Left Achiles,364,530
Back,Left,Achiles,Back Left Achiles,364,526
Back,Left,Achiles,Back Left Achiles,363,526
Back,Left,Achiles,Back Left Achiles,363,523
Back,Left,Achiles,Back Left Achiles,362,523
Back,Left,Achiles,Back Left Achiles,362,520
Back,Left,Achiles,Back Left Achiles,361,520
Back,Left,Achiles,Back Left Achiles,361,515
Back,Left,Achiles,Back Left Achiles,360,515
Back,Left,Achiles,Back Left Achiles,360,514
Back,Left,Achiles,Back Left Achiles,361,514
Back,Left,Achiles,Back Left Achiles,361,513
Back,Right,Achiles,Back Right Achiles,450,513
Back,Right,Achiles,Back Right Achiles,450,517
Back,Right,Achiles,Back Right Achiles,449,517
Back,Right,Achiles,Back Right Achiles,449,518
Back,Right,Achiles,Back Right Achiles,448,518
Back,Right,Achiles,Back Right Achiles,448,521
Back,Right,Achiles,Back Right Achiles,447,521
Back,Right,Achiles,Back Right Achiles,447,526
Back,Right,Achiles,Back Right Achiles,446,526
Back,Right,Achiles,Back Right Achiles,446,530
Back,Right,Achiles,Back Right Achiles,445,530
Back,Right,Achiles,Back Right Achiles,445,536
Back,Right,Achiles,Back Right Achiles,444,536
Back,Right,Achiles,Back Right Achiles,444,544
Back,Right,Achiles,Back Right Achiles,443,544
Back,Right,Achiles,Back Right Achiles,443,553
Back,Right,Achiles,Back Right Achiles,428,553
Back,Right,Achiles,Back Right Achiles,428,550
Back,Right,Achiles,Back Right Achiles,429,550
Back,Right,Achiles,Back Right Achiles,429,545
Back,Right,Achiles,Back Right Achiles,430,545
Back,Right,Achiles,Back Right Achiles,430,542
Back,Right,Achiles,Back Right Achiles,431,542
Back,Right,Achiles,Back Right Achiles,431,528
Back,Right,Achiles,Back Right Achiles,430,528
Back,Right,Achiles,Back Right Achiles,430,525
Back,Right,Achiles,Back Right Achiles,429,525
Back,Right,Achiles,Back Right Achiles,429,520
Back,Right,Achiles,Back Right Achiles,428,520
Back,Right,Achiles,Back Right Achiles,428,515
Back,Right,Achiles,Back Right Achiles,427,515
Back,Right,Achiles,Back Right Achiles,427,513
Back,Right,Heel,Back Right Heel,446,560
Back,Right,Heel,Back Right Heel,446,561
Back,Right,Heel,Back Right Heel,447,561
Back,Right,Heel,Back Right Heel,447,564
Back,Right,Heel,Back Right Heel,448,564
Back,Right,Heel,Back Right Heel,448,567
Back,Right,Heel,Back Right Heel,449,567
Back,Right,Heel,Back Right Heel,449,568
Back,Right,Heel,Back Right Heel,450,568
Back,Right,Heel,Back Right Heel,450,574
Back,Right,Heel,Back Right Heel,449,574
Back,Right,Heel,Back Right Heel,449,575
Back,Right,Heel,Back Right Heel,423,575
Back,Right,Heel,Back Right Heel,423,572
Back,Right,Heel,Back Right Heel,422,572
Back,Right,Heel,Back Right Heel,422,570
Back,Right,Heel,Back Right Heel,423,570
Back,Right,Heel,Back Right Heel,423,565
Back,Right,Heel,Back Right Heel,424,565
Back,Right,Heel,Back Right Heel,424,561
Back,Right,Heel,Back Right Heel,425,561
Back,Right,Heel,Back Right Heel,425,560
Back,Left,Heel,Back Left Heel,385,560
Back,Left,Heel,Back Left Heel,385,561
Back,Left,Heel,Back Left Heel,386,561
Back,Left,Heel,Back Left Heel,386,563
Back,Left,Heel,Back Left Heel,387,563
Back,Left,Heel,Back Left Heel,387,567
Back,Left,Heel,Back Left Heel,388,567
Back,Left,Heel,Back Left Heel,388,574
Back,Left,Heel,Back Left Heel,387,574
Back,Left,Heel,Back Left Heel,387,575
Back,Left,Heel,Back Left Heel,362,575
Back,Left,Heel,Back Left Heel,362,574
Back,Left,Heel,Back Left Heel,361,574
Back,Left,Heel,Back Left Heel,361,565
Back,Left,Heel,Back Left Heel,362,565
Back,Left,Heel,Back Left Heel,362,563
Back,Left,Heel,Back Left Heel,363,563
Back,Left,Heel,Back Left Heel,363,561
Back,Left,Heel,Back Left Heel,364,561
Back,Left,Heel,Back Left Heel,364,560
Back,Left,Wrist,Back Left Wrist,312,305
Back,Left,Wrist,Back Left Wrist,316,305
Back,Left,Wrist,Back Left Wrist,316,312
Back,Left,Wrist,Back Left Wrist,305,312
Back,Left,Wrist,Back Left Wrist,305,311
Back,Left,Wrist,Back Left Wrist,304,311
Back,Left,Wrist,Back Left Wrist,304,308
Back,Left,Wrist,Back Left Wrist,305,308
Back,Left,Wrist,Back Left Wrist,305,304
Back,Left,Wrist,Back Left Wrist,308,304
Back,Left,Wrist,Back Left Wrist,308,303
Back,Left,Wrist,Back Left Wrist,308,304
Back,Left,Wrist,Back Left Wrist,310,304
Back,Left,Wrist,Back Left Wrist,310,303
Back,Right,Wrist,Back Right Wrist,500,304
Back,Right,Wrist,Back Right Wrist,504,304
Back,Right,Wrist,Back Right Wrist,504,302
Back,Right,Wrist,Back Right Wrist,504,304
Back,Right,Wrist,Back Right Wrist,505,304
Back,Right,Wrist,Back Right Wrist,505,309
Back,Right,Wrist,Back Right Wrist,506,309
Back,Right,Wrist,Back Right Wrist,506,311
Back,Right,Wrist,Back Right Wrist,505,311
Back,Right,Wrist,Back Right Wrist,505,312
Back,Right,Wrist,Back Right Wrist,494,312
Back,Right,Wrist,Back Right Wrist,494,305
Back,Right,Wrist,Back Right Wrist,498,305
Back,Right,Wrist,Back Right Wrist,498,304
Back,Right,Wrist,Back Right Wrist,500,304
Back,Right,Hand,Back Right Hand,498,319
Back,Right,Hand,Back Right Hand,498,318
Back,Right,Hand,Back Right Hand,507,318
Back,Right,Hand,Back Right Hand,507,329
Back,Right,Hand,Back Right Hand,508,329
Back,Right,Hand,Back Right Hand,508,344
Back,Right,Hand,Back Right Hand,507,344
Back,Right,Hand,Back Right Hand,507,347
Back,Right,Hand,Back Right Hand,506,347
Back,Right,Hand,Back Right Hand,506,349
Back,Right,Hand,Back Right Hand,505,349
Back,Right,Hand,Back Right Hand,505,350
Back,Right,Hand,Back Right Hand,504,350
Back,Right,Hand,Back Right Hand,504,351
Back,Right,Hand,Back Right Hand,503,351
Back,Right,Hand,Back Right Hand,503,353
Back,Right,Hand,Back Right Hand,502,353
Back,Right,Hand,Back Right Hand,502,354
Back,Right,Hand,Back Right Hand,501,354
Back,Right,Hand,Back Right Hand,501,355
Back,Right,Hand,Back Right Hand,500,355
Back,Right,Hand,Back Right Hand,500,356
Back,Right,Hand,Back Right Hand,498,356
Back,Right,Hand,Back Right Hand,498,357
Back,Right,Hand,Back Right Hand,496,357
Back,Right,Hand,Back Right Hand,496,358
Back,Right,Hand,Back Right Hand,494,358
Back,Right,Hand,Back Right Hand,494,359
Back,Right,Hand,Back Right Hand,489,359
Back,Right,Hand,Back Right Hand,491,359
Back,Right,Hand,Back Right Hand,491,358
Back,Right,Hand,Back Right Hand,495,358
Back,Right,Hand,Back Right Hand,495,357
Back,Right,Hand,Back Right Hand,496,357
Back,Right,Hand,Back Right Hand,496,356
Back,Right,Hand,Back Right Hand,497,356
Back,Right,Hand,Back Right Hand,497,355
Back,Right,Hand,Back Right Hand,498,355
Back,Right,Hand,Back Right Hand,498,354
Back,Right,Hand,Back Right Hand,499,354
Back,Right,Hand,Back Right Hand,499,353
Back,Right,Hand,Back Right Hand,500,353
Back,Right,Hand,Back Right Hand,500,352
Back,Right,Hand,Back Right Hand,501,352
Back,Right,Hand,Back Right Hand,501,350
Back,Right,Hand,Back Right Hand,502,350
Back,Right,Hand,Back Right Hand,502,342
Back,Right,Hand,Back Right Hand,501,342
Back,Right,Hand,Back Right Hand,501,340
Back,Right,Hand,Back Right Hand,500,340
Back,Right,Hand,Back Right Hand,500,339
Back,Right,Hand,Back Right Hand,498,339
Back,Right,Hand,Back Right Hand,498,338
Back,Right,Hand,Back Right Hand,496,338
Back,Right,Hand,Back Right Hand,496,339
Back,Right,Hand,Back Right Hand,494,339
Back,Right,Hand,Back Right Hand,494,340
Back,Right,Hand,Back Right Hand,493,340
Back,Right,Hand,Back Right Hand,493,341
Back,Right,Hand,Back Right Hand,492,341
Back,Right,Hand,Back Right Hand,492,343
Back,Right,Hand,Back Right Hand,491,343
Back,Right,Hand,Back Right Hand,491,352
Back,Right,Hand,Back Right Hand,491,323
Back,Right,Hand,Back Right Hand,492,323
Back,Right,Hand,Back Right Hand,492,320
Back,Right,Hand,Back Right Hand,493,320
Back,Right,Hand,Back Right Hand,493,319
Back,Left,Hand,Back Left Hand,313,318
Back,Left,Hand,Back Left Hand,313,319
Back,Left,Hand,Back Left Hand,318,319
Back,Left,Hand,Back Left Hand,318,323
Back,Left,Hand,Back Left Hand,319,323
Back,Left,Hand,Back Left Hand,319,325
Back,Left,Hand,Back Left Hand,320,325
Back,Left,Hand,Back Left Hand,320,339
Back,Left,Hand,Back Left Hand,319,339
Back,Left,Hand,Back Left Hand,319,343
Back,Left,Hand,Back Left Hand,320,343
Back,Left,Hand,Back Left Hand,320,351
Back,Left,Hand,Back Left Hand,319,351
Back,Left,Hand,Back Left Hand,319,352
Back,Left,Hand,Back Left Hand,319,343
Back,Left,Hand,Back Left Hand,318,343
Back,Left,Hand,Back Left Hand,318,342
Back,Left,Hand,Back Left Hand,317,342
Back,Left,Hand,Back Left Hand,317,340
Back,Left,Hand,Back Left Hand,316,340
Back,Left,Hand,Back Left Hand,316,339
Back,Left,Hand,Back Left Hand,310,339
Back,Left,Hand,Back Left Hand,310,341
Back,Left,Hand,Back Left Hand,309,341
Back,Left,Hand,Back Left Hand,309,342
Back,Left,Hand,Back Left Hand,308,342
Back,Left,Hand,Back Left Hand,308,349
Back,Left,Hand,Back Left Hand,309,349
Back,Left,Hand,Back Left Hand,309,351
Back,Left,Hand,Back Left Hand,310,351
Back,Left,Hand,Back Left Hand,310,353
Back,Left,Hand,Back Left Hand,311,353
Back,Left,Hand,Back Left Hand,311,354
Back,Left,Hand,Back Left Hand,312,354
Back,Left,Hand,Back Left Hand,312,355
Back,Left,Hand,Back Left Hand,313,355
Back,Left,Hand,Back Left Hand,313,356
Back,Left,Hand,Back Left Hand,314,356
Back,Left,Hand,Back Left Hand,314,357
Back,Left,Hand,Back Left Hand,316,357
Back,Left,Hand,Back Left Hand,316,358
Back,Left,Hand,Back Left Hand,319,358
Back,Left,Hand,Back Left Hand,319,359
Back,Left,Hand,Back Left Hand,321,359
Back,Left,Hand,Back Left Hand,316,359
Back,Left,Hand,Back Left Hand,316,358
Back,Left,Hand,Back Left Hand,314,358
Back,Left,Hand,Back Left Hand,314,357
Back,Left,Hand,Back Left Hand,312,357
Back,Left,Hand,Back Left Hand,312,356
Back,Left,Hand,Back Left Hand,310,356
Back,Left,Hand,Back Left Hand,310,355
Back,Left,Hand,Back Left Hand,309,355
Back,Left,Hand,Back Left Hand,309,354
Back,Left,Hand,Back Left Hand,308,354
Back,Left,Hand,Back Left Hand,308,353
Back,Left,Hand,Back Left Hand,307,353
Back,Left,Hand,Back Left Hand,307,351
Back,Left,Hand,Back Left Hand,306,351
Back,Left,Hand,Back Left Hand,306,350
Back,Left,Hand,Back Left Hand,305,350
Back,Left,Hand,Back Left Hand,305,349
Back,Left,Hand,Back Left Hand,304,349
Back,Left,Hand,Back Left Hand,304,346
Back,Left,Hand,Back Left Hand,303,346
Back,Left,Hand,Back Left Hand,303,344
Back,Left,Hand,Back Left Hand,302,344
Back,Left,Hand,Back Left Hand,302,330
Back,Left,Hand,Back Left Hand,303,330
Back,Left,Hand,Back Left Hand,303,324
Back,Left,Hand,Back Left Hand,304,324
Back,Left,Hand,Back Left Hand,304,318
Front,Left,Shoulder,Front Left Shoulder,195,123
Front,Left,Shoulder,Front Left Shoulder,196,123
Front,Left,Shoulder,Front Left Shoulder,196,126
Front,Left,Shoulder,Front Left Shoulder,197,126
Front,Left,Shoulder,Front Left Shoulder,197,127
Front,Left,Shoulder,Front Left Shoulder,198,127
Front,Left,Shoulder,Front Left Shoulder,198,130
Front,Left,Shoulder,Front Left Shoulder,199,130
Front,Left,Shoulder,Front Left Shoulder,199,132
Front,Left,Shoulder,Front Left Shoulder,200,132
Front,Left,Shoulder,Front Left Shoulder,200,135
Front,Left,Shoulder,Front Left Shoulder,201,135
Front,Left,Shoulder,Front Left Shoulder,201,141
Front,Left,Shoulder,Front Left Shoulder,202,141
Front,Left,Shoulder,Front Left Shoulder,202,146
Front,Left,Shoulder,Front Left Shoulder,203,146
Front,Left,Shoulder,Front Left Shoulder,203,148
Front,Left,Shoulder,Front Left Shoulder,205,148
Front,Left,Shoulder,Front Left Shoulder,204,148
Front,Left,Shoulder,Front Left Shoulder,204,165
Front,Left,Shoulder,Front Left Shoulder,203,165
Front,Left,Shoulder,Front Left Shoulder,203,167
Front,Left,Shoulder,Front Left Shoulder,202,167
Front,Left,Shoulder,Front Left Shoulder,202,171
Front,Left,Shoulder,Front Left Shoulder,201,171
Front,Left,Shoulder,Front Left Shoulder,201,173
Front,Left,Shoulder,Front Left Shoulder,201,172
Front,Left,Shoulder,Front Left Shoulder,198,172
Front,Left,Shoulder,Front Left Shoulder,198,171
Front,Left,Shoulder,Front Left Shoulder,196,171
Front,Left,Shoulder,Front Left Shoulder,196,170
Front,Left,Shoulder,Front Left Shoulder,194,170
Front,Left,Shoulder,Front Left Shoulder,194,169
Front,Left,Shoulder,Front Left Shoulder,191,169
Front,Left,Shoulder,Front Left Shoulder,191,168
Front,Left,Shoulder,Front Left Shoulder,189,168
Front,Left,Shoulder,Front Left Shoulder,189,167
Front,Left,Shoulder,Front Left Shoulder,186,167
Front,Left,Shoulder,Front Left Shoulder,186,166
Front,Left,Shoulder,Front Left Shoulder,184,166
Front,Left,Shoulder,Front Left Shoulder,184,165
Front,Left,Shoulder,Front Left Shoulder,182,165
Front,Left,Shoulder,Front Left Shoulder,182,116
Front,Left,Shoulder,Front Left Shoulder,183,116
Front,Left,Shoulder,Front Left Shoulder,183,117
Front,Left,Shoulder,Front Left Shoulder,188,117
Front,Left,Shoulder,Front Left Shoulder,188,118
Front,Left,Shoulder,Front Left Shoulder,191,118
Front,Left,Shoulder,Front Left Shoulder,191,119
Front,Left,Shoulder,Front Left Shoulder,193,119
Front,Left,Shoulder,Front Left Shoulder,193,121
Front,Left,Shoulder,Front Left Shoulder,194,121
Front,Left,Shoulder,Front Left Shoulder,194,122
